,species_name,cluster_level,VMGC_pangenome_size,GTDB_pangenome_size,VMGC_species_code,MIDAS_species_code,VMGC_num_genomes,MIDAS_num_genomes,larger_pangenome,pangenome_size_diff
338,Bifidobacterium longum,85,4815,9808,592117,100053,23,322,GTDB,4993
339,Bifidobacterium longum,90,4977,10957,592117,100053,23,322,GTDB,5980
340,Bifidobacterium longum,95,5385,14156,592117,100053,23,322,GTDB,8771
341,Bifidobacterium longum,99,8975,39857,592117,100053,23,322,GTDB,30882
342,Prevotella sp001553265,75,2952,2480,560284,112777,22,2,VMGC,-472
343,Prevotella sp001553265,80,2983,2488,560284,112777,22,2,VMGC,-495
344,Prevotella sp001553265,85,3020,2499,560284,112777,22,2,VMGC,-521
345,Prevotella sp001553265,90,3065,2510,560284,112777,22,2,VMGC,-555
346,Prevotella sp001553265,95,3165,2562,560284,112777,22,2,VMGC,-603
347,Prevotella sp001553265,99,3751,2667,560284,112777,22,2,VMGC,-1084
348,Peptostreptococcus sp000758885,75,2315,1650,534555,133369,21,1,VMGC,-665
349,Peptostreptococcus sp000758885,80,2331,1654,534555,133369,21,1,VMGC,-677
350,Peptostreptococcus sp000758885,85,2359,1658,534555,133369,21,1,VMGC,-701
351,Peptostreptococcus sp000758885,90,2396,1664,534555,133369,21,1,VMGC,-732
352,Peptostreptococcus sp000758885,95,2464,1667,534555,133369,21,1,VMGC,-797
353,Peptostreptococcus sp000758885,99,3603,1667,534555,133369,21,1,VMGC,-1936
354,Mageeibacillus indolicus,75,1756,1558,646243,107163,20,3,VMGC,-198
355,Mageeibacillus indolicus,80,1759,1567,646243,107163,20,3,VMGC,-192
356,Mageeibacillus indolicus,85,1769,1576,646243,107163,20,3,VMGC,-193
357,Mageeibacillus indolicus,90,1802,1593,646243,107163,20,3,VMGC,-209
358,Mageeibacillus indolicus,95,1916,1648,646243,107163,20,3,VMGC,-268
359,Mageeibacillus indolicus,99,3008,2059,646243,107163,20,3,VMGC,-949
360,Staphylococcus haemolyticus,75,3367,7033,344406,100051,20,343,GTDB,3666
361,Staphylococcus haemolyticus,80,3411,7368,344406,100051,20,343,GTDB,3957
362,Staphylococcus haemolyticus,85,3481,8023,344406,100051,20,343,GTDB,4542
363,Staphylococcus haemolyticus,90,3618,9357,344406,100051,20,343,GTDB,5739
364,Staphylococcus haemolyticus,95,3962,12852,344406,100051,20,343,GTDB,8890
365,Staphylococcus haemolyticus,99,7447,27137,344406,100051,20,343,GTDB,19690
366,Prevotella ihumii,75,3324,2252,340758,125375,19,1,VMGC,-1072
367,Prevotella ihumii,80,3384,2282,340758,125375,19,1,VMGC,-1102
368,Prevotella ihumii,85,3446,2316,340758,125375,19,1,VMGC,-1130
369,Prevotella ihumii,90,3515,2333,340758,125375,19,1,VMGC,-1182
370,Prevotella ihumii,95,3626,2366,340758,125375,19,1,VMGC,-1260
371,Prevotella ihumii,99,4296,2432,340758,125375,19,1,VMGC,-1864
372,Peptococcus niger,75,2650,1753,632380,136462,22,1,VMGC,-897
373,Peptococcus niger,80,2674,1753,632380,136462,22,1,VMGC,-921
374,Peptococcus niger,85,2711,1756,632380,136462,22,1,VMGC,-955
375,Peptococcus niger,90,2771,1756,632380,136462,22,1,VMGC,-1015
376,Peptococcus niger,95,3074,1757,632380,136462,22,1,VMGC,-1317
377,Peptococcus niger,99,12031,1758,632380,136462,22,1,VMGC,-10273
378,Malacoplasma_A girerdii,75,681,794,744675,115102,18,2,GTDB,113
379,Malacoplasma_A girerdii,80,691,801,744675,115102,18,2,GTDB,110
380,Malacoplasma_A girerdii,85,706,814,744675,115102,18,2,GTDB,108
381,Malacoplasma_A girerdii,90,713,823,744675,115102,18,2,GTDB,110
382,Malacoplasma_A girerdii,95,740,825,744675,115102,18,2,GTDB,85
383,Malacoplasma_A girerdii,99,1021,893,744675,115102,18,2,VMGC,-128
384,Streptococcus mitis_BF,75,2841,1948,361681,139218,17,1,VMGC,-893
385,Streptococcus mitis_BF,80,2876,1952,361681,139218,17,1,VMGC,-924
386,Streptococcus mitis_BF,85,2938,1957,361681,139218,17,1,VMGC,-981
387,Streptococcus mitis_BF,90,3070,1961,361681,139218,17,1,VMGC,-1109
388,Streptococcus mitis_BF,95,3671,1973,361681,139218,17,1,VMGC,-1698
389,Streptococcus mitis_BF,99,5365,2003,361681,139218,17,1,VMGC,-3362
390,Dialister sp900541485,75,2321,2245,294936,113275,18,2,VMGC,-76
391,Dialister sp900541485,80,2356,2249,294936,113275,18,2,VMGC,-107
392,Dialister sp900541485,85,2390,2258,294936,113275,18,2,VMGC,-132
393,Dialister sp900541485,90,2464,2264,294936,113275,18,2,VMGC,-200
394,Dialister sp900541485,95,2732,2271,294936,113275,18,2,VMGC,-461
395,Dialister sp900541485,99,9619,2277,294936,113275,18,2,VMGC,-7342
396,Anaerococcus lactolyticus,75,2802,2114,978264,109869,16,2,VMGC,-688
397,Anaerococcus lactolyticus,80,2826,2121,978264,109869,16,2,VMGC,-705
398,Anaerococcus lactolyticus,85,2898,2134,978264,109869,16,2,VMGC,-764
399,Anaerococcus lactolyticus,90,3087,2165,978264,109869,16,2,VMGC,-922
400,Anaerococcus lactolyticus,95,3856,2304,978264,109869,16,2,VMGC,-1552
401,Anaerococcus lactolyticus,99,8425,2965,978264,109869,16,2,VMGC,-5460
402,Prevotella corporis,75,3391,2526,172892,107248,17,3,VMGC,-865
403,Prevotella corporis,80,3473,2559,172892,107248,17,3,VMGC,-914
404,Prevotella corporis,85,3561,2616,172892,107248,17,3,VMGC,-945
405,Prevotella corporis,90,3648,2673,172892,107248,17,3,VMGC,-975
406,Prevotella corporis,95,3759,2760,172892,107248,17,3,VMGC,-999
407,Prevotella corporis,99,6869,3496,172892,107248,17,3,VMGC,-3373
408,Corynebacterium coyleae,75,3809,3253,404385,101066,17,15,VMGC,-556
409,Corynebacterium coyleae,80,3871,3305,404385,101066,17,15,VMGC,-566
410,Corynebacterium coyleae,85,3945,3415,404385,101066,17,15,VMGC,-530
411,Corynebacterium coyleae,90,4118,3639,404385,101066,17,15,VMGC,-479
412,Corynebacterium coyleae,95,5018,4878,404385,101066,17,15,VMGC,-140
413,Corynebacterium coyleae,99,12868,15986,404385,101066,17,15,GTDB,3118
414,Klebsiella pneumoniae,75,8547,58207,809727,100004,20,9621,GTDB,49660
415,Klebsiella pneumoniae,80,8648,62076,809727,100004,20,9621,GTDB,53428
416,Klebsiella pneumoniae,85,8761,69629,809727,100004,20,9621,GTDB,60868
417,Klebsiella pneumoniae,90,8946,83527,809727,100004,20,9621,GTDB,74581
418,Klebsiella pneumoniae,95,9309,119262,809727,100004,20,9621,GTDB,109953
419,Klebsiella pneumoniae,99,14270,312158,809727,100004,20,9621,GTDB,297888
420,Corynebacterium tuscaniense,75,3154,2254,928247,108390,14,3,VMGC,-900
421,Corynebacterium tuscaniense,80,3193,2270,928247,108390,14,3,VMGC,-923
422,Corynebacterium tuscaniense,85,3252,2294,928247,108390,14,3,VMGC,-958
423,Corynebacterium tuscaniense,90,3380,2352,928247,108390,14,3,VMGC,-1028
424,Corynebacterium tuscaniense,95,3846,2551,928247,108390,14,3,VMGC,-1295
425,Corynebacterium tuscaniense,99,7297,3781,928247,108390,14,3,VMGC,-3516
426,Ezakiella coagulans,75,2779,1752,122533,115560,14,2,VMGC,-1027
427,Ezakiella coagulans,80,2809,1754,122533,115560,14,2,VMGC,-1055
428,Ezakiella coagulans,85,2846,1757,122533,115560,14,2,VMGC,-1089
429,Ezakiella coagulans,90,2945,1790,122533,115560,14,2,VMGC,-1155
430,Ezakiella coagulans,95,3430,1905,122533,115560,14,2,VMGC,-1525
431,Ezakiella coagulans,99,8942,2764,122533,115560,14,2,VMGC,-6178
432,Pauljensenia turicensis,75,2423,2082,145599,107627,13,3,VMGC,-341
433,Pauljensenia turicensis,80,2441,2098,145599,107627,13,3,VMGC,-343
434,Pauljensenia turicensis,85,2483,2119,145599,107627,13,3,VMGC,-364
435,Pauljensenia turicensis,90,2551,2150,145599,107627,13,3,VMGC,-401
436,Pauljensenia turicensis,95,2663,2354,145599,107627,13,3,VMGC,-309
437,Pauljensenia turicensis,99,4920,3850,145599,107627,13,3,VMGC,-1070
438,Bifidobacterium bifidum,75,2735,4517,342081,100145,13,106,GTDB,1782
439,Bifidobacterium bifidum,80,2750,4671,342081,100145,13,106,GTDB,1921
440,Bifidobacterium bifidum,85,2779,4857,342081,100145,13,106,GTDB,2078
441,Bifidobacterium bifidum,90,2811,5056,342081,100145,13,106,GTDB,2245
442,Bifidobacterium bifidum,95,2897,5552,342081,100145,13,106,GTDB,2655
443,Bifidobacterium bifidum,99,4303,11602,342081,100145,13,106,GTDB,7299
444,Alloscardovia omnicolens,75,1985,2167,276312,101450,13,11,GTDB,182
445,Alloscardovia omnicolens,80,2026,2213,276312,101450,13,11,GTDB,187
446,Alloscardovia omnicolens,85,2065,2262,276312,101450,13,11,GTDB,197
447,Alloscardovia omnicolens,90,2127,2345,276312,101450,13,11,GTDB,218
448,Alloscardovia omnicolens,95,2340,2607,276312,101450,13,11,GTDB,267
449,Alloscardovia omnicolens,99,4188,4669,276312,101450,13,11,GTDB,481
450,Varibaculum massiliense,75,2497,1880,904423,124449,12,1,VMGC,-617
451,Varibaculum massiliense,80,2550,1888,904423,124449,12,1,VMGC,-662
452,Varibaculum massiliense,85,2643,1895,904423,124449,12,1,VMGC,-748
453,Varibaculum massiliense,90,2990,1900,904423,124449,12,1,VMGC,-1090
454,Varibaculum massiliense,95,4197,1910,904423,124449,12,1,VMGC,-2287
455,Varibaculum massiliense,99,9558,1916,904423,124449,12,1,VMGC,-7642
456,Staphylococcus aureus,75,3136,12781,423516,100002,12,12022,GTDB,9645
457,Staphylococcus aureus,80,3213,13746,423516,100002,12,12022,GTDB,10533
458,Staphylococcus aureus,85,3306,15606,423516,100002,12,12022,GTDB,12300
459,Staphylococcus aureus,90,3496,18467,423516,100002,12,12022,GTDB,14971
460,Staphylococcus aureus,95,3978,27838,423516,100002,12,12022,GTDB,23860
461,Staphylococcus aureus,99,8573,91840,423516,100002,12,12022,GTDB,83267
462,Fenollaria massiliensis,75,1967,2098,897911,104589,11,4,GTDB,131
463,Fenollaria massiliensis,80,1984,2113,897911,104589,11,4,GTDB,129
464,Fenollaria massiliensis,85,2032,2142,897911,104589,11,4,GTDB,110
465,Fenollaria massiliensis,90,2207,2228,897911,104589,11,4,GTDB,21
466,Fenollaria massiliensis,95,3083,2677,897911,104589,11,4,VMGC,-406
467,Fenollaria massiliensis,99,8831,5235,897911,104589,11,4,VMGC,-3596
468,Corynebacterium sp900539985,75,3458,2177,214807,114367,12,2,VMGC,-1281
469,Corynebacterium sp900539985,80,3493,2177,214807,114367,12,2,VMGC,-1316
470,Corynebacterium sp900539985,85,3548,2177,214807,114367,12,2,VMGC,-1371
471,Corynebacterium sp900539985,90,3700,2177,214807,114367,12,2,VMGC,-1523
472,Corynebacterium sp900539985,95,4737,2177,214807,114367,12,2,VMGC,-2560
473,Corynebacterium sp900539985,99,11486,2179,214807,114367,12,2,VMGC,-9307
474,Corynebacterium riegelii,75,3551,2531,643873,106175,11,3,VMGC,-1020
475,Corynebacterium riegelii,80,3591,2544,643873,106175,11,3,VMGC,-1047
476,Corynebacterium riegelii,85,3670,2575,643873,106175,11,3,VMGC,-1095
477,Corynebacterium riegelii,90,3859,2648,643873,106175,11,3,VMGC,-1211
478,Corynebacterium riegelii,95,4843,3049,643873,106175,11,3,VMGC,-1794
479,Corynebacterium riegelii,99,11996,5407,643873,106175,11,3,VMGC,-6589
480,Oligella urethralis,75,2832,3294,641693,101281,11,13,GTDB,462
481,Oligella urethralis,80,2866,3356,641693,101281,11,13,GTDB,490
482,Oligella urethralis,85,2903,3435,641693,101281,11,13,GTDB,532
483,Oligella urethralis,90,2953,3529,641693,101281,11,13,GTDB,576
484,Oligella urethralis,95,3051,3714,641693,101281,11,13,GTDB,663
485,Oligella urethralis,99,7070,8927,641693,101281,11,13,GTDB,1857
486,Bifidobacterium dentium,75,2907,3298,683484,100672,12,23,GTDB,391
487,Bifidobacterium dentium,80,2922,3379,683484,100672,12,23,GTDB,457
488,Bifidobacterium dentium,85,2938,3462,683484,100672,12,23,GTDB,524
489,Bifidobacterium dentium,90,2960,3549,683484,100672,12,23,GTDB,589
490,Bifidobacterium dentium,95,3006,3638,683484,100672,12,23,GTDB,632
491,Bifidobacterium dentium,99,4233,5572,683484,100672,12,23,GTDB,1339
492,Corynebacterium sp001767255,75,3503,2609,381691,105598,15,4,VMGC,-894
493,Corynebacterium sp001767255,80,3548,2644,381691,105598,15,4,VMGC,-904
494,Corynebacterium sp001767255,85,3617,2711,381691,105598,15,4,VMGC,-906
495,Corynebacterium sp001767255,90,3780,2848,381691,105598,15,4,VMGC,-932
496,Corynebacterium sp001767255,95,4484,3374,381691,105598,15,4,VMGC,-1110
497,Corynebacterium sp001767255,99,10019,5983,381691,105598,15,4,VMGC,-4036
498,Propionimicrobium lymphophilum,75,2476,2281,970355,108742,10,3,VMGC,-195
499,Propionimicrobium lymphophilum,80,2491,2299,970355,108742,10,3,VMGC,-192
500,Propionimicrobium lymphophilum,85,2524,2325,970355,108742,10,3,VMGC,-199
501,Propionimicrobium lymphophilum,90,2572,2369,970355,108742,10,3,VMGC,-203
502,Propionimicrobium lymphophilum,95,2656,2430,970355,108742,10,3,VMGC,-226
503,Propionimicrobium lymphophilum,99,4495,3704,970355,108742,10,3,VMGC,-791
504,Proteus mirabilis,75,4351,12153,613480,100059,10,277,GTDB,7802
505,Proteus mirabilis,80,4382,12514,613480,100059,10,277,GTDB,8132
506,Proteus mirabilis,85,4441,12993,613480,100059,10,277,GTDB,8552
507,Proteus mirabilis,90,4503,13917,613480,100059,10,277,GTDB,9414
508,Proteus mirabilis,95,4659,16900,613480,100059,10,277,GTDB,12241
509,Proteus mirabilis,99,6337,37929,613480,100059,10,277,GTDB,31592
510,Streptococcus pyogenes,75,2147,5564,303548,100010,10,2136,GTDB,3417
511,Streptococcus pyogenes,80,2169,6116,303548,100010,10,2136,GTDB,3947
512,Streptococcus pyogenes,85,2203,6951,303548,100010,10,2136,GTDB,4748
513,Streptococcus pyogenes,90,2250,8430,303548,100010,10,2136,GTDB,6180
514,Streptococcus pyogenes,95,2342,11707,303548,100010,10,2136,GTDB,9365
515,Streptococcus pyogenes,99,3528,34740,303548,100010,10,2136,GTDB,31212
516,Lactobacillus johnsonii,75,2461,5385,432849,100291,9,54,GTDB,2924
517,Lactobacillus johnsonii,80,2493,5512,432849,100291,9,54,GTDB,3019
518,Lactobacillus johnsonii,85,2549,5851,432849,100291,9,54,GTDB,3302
519,Lactobacillus johnsonii,90,2623,6426,432849,100291,9,54,GTDB,3803
520,Lactobacillus johnsonii,95,3063,8369,432849,100291,9,54,GTDB,5306
521,Lactobacillus johnsonii,99,6344,19905,432849,100291,9,54,GTDB,13561
522,Levyella massiliensis,75,1719,1511,802866,116165,9,2,VMGC,-208
523,Levyella massiliensis,80,1726,1515,802866,116165,9,2,VMGC,-211
524,Levyella massiliensis,85,1735,1517,802866,116165,9,2,VMGC,-218
525,Levyella massiliensis,90,1757,1524,802866,116165,9,2,VMGC,-233
526,Levyella massiliensis,95,1861,1544,802866,116165,9,2,VMGC,-317
527,Levyella massiliensis,99,4437,2141,802866,116165,9,2,VMGC,-2296
528,Ureaplasma urealyticum,75,698,1187,505334,100987,9,17,GTDB,489
529,Ureaplasma urealyticum,80,706,1198,505334,100987,9,17,GTDB,492
530,Ureaplasma urealyticum,85,718,1222,505334,100987,9,17,GTDB,504
531,Ureaplasma urealyticum,90,737,1253,505334,100987,9,17,GTDB,516
532,Ureaplasma urealyticum,95,766,1323,505334,100987,9,17,GTDB,557
533,Ureaplasma urealyticum,99,881,1657,505334,100987,9,17,GTDB,776
534,Porphyromonas_A somerae,75,2436,2282,418104,105705,8,4,VMGC,-154
535,Porphyromonas_A somerae,80,2467,2298,418104,105705,8,4,VMGC,-169
536,Porphyromonas_A somerae,85,2503,2323,418104,105705,8,4,VMGC,-180
537,Porphyromonas_A somerae,90,2591,2381,418104,105705,8,4,VMGC,-210
538,Porphyromonas_A somerae,95,2987,2683,418104,105705,8,4,VMGC,-304
539,Porphyromonas_A somerae,99,8734,5650,418104,105705,8,4,VMGC,-3084
540,Porphyromonas_A sp001808555,75,2374,1621,397962,122820,8,1,VMGC,-753
541,Porphyromonas_A sp001808555,80,2389,1625,397962,122820,8,1,VMGC,-764
542,Porphyromonas_A sp001808555,85,2412,1629,397962,122820,8,1,VMGC,-783
543,Porphyromonas_A sp001808555,90,2481,1631,397962,122820,8,1,VMGC,-850
544,Porphyromonas_A sp001808555,95,3103,1634,397962,122820,8,1,VMGC,-1469
545,Porphyromonas_A sp001808555,99,8012,1635,397962,122820,8,1,VMGC,-6377
546,Brevibacterium ravenspurgense,75,3045,2677,915160,102108,9,8,VMGC,-368
547,Brevibacterium ravenspurgense,80,3071,2701,915160,102108,9,8,VMGC,-370
548,Brevibacterium ravenspurgense,85,3125,2752,915160,102108,9,8,VMGC,-373
549,Brevibacterium ravenspurgense,90,3251,2901,915160,102108,9,8,VMGC,-350
550,Brevibacterium ravenspurgense,95,3912,3999,915160,102108,9,8,GTDB,87
551,Brevibacterium ravenspurgense,99,8907,10146,915160,102108,9,8,GTDB,1239
552,Lacticaseibacillus rhamnosus,75,3266,6484,721998,100085,8,212,GTDB,3218
553,Lacticaseibacillus rhamnosus,80,3308,6724,721998,100085,8,212,GTDB,3416
554,Lacticaseibacillus rhamnosus,85,3360,7054,721998,100085,8,212,GTDB,3694
555,Lacticaseibacillus rhamnosus,90,3420,7565,721998,100085,8,212,GTDB,4145
556,Lacticaseibacillus rhamnosus,95,3643,9238,721998,100085,8,212,GTDB,5595
557,Lacticaseibacillus rhamnosus,99,7487,31575,721998,100085,8,212,GTDB,24088
558,Pseudoglutamicibacter albus,75,2350,2007,435807,108674,8,3,VMGC,-343
559,Pseudoglutamicibacter albus,80,2376,2017,435807,108674,8,3,VMGC,-359
560,Pseudoglutamicibacter albus,85,2408,2042,435807,108674,8,3,VMGC,-366
561,Pseudoglutamicibacter albus,90,2469,2083,435807,108674,8,3,VMGC,-386
562,Pseudoglutamicibacter albus,95,2684,2241,435807,108674,8,3,VMGC,-443
563,Pseudoglutamicibacter albus,99,4815,3396,435807,108674,8,3,VMGC,-1419
564,Corynebacterium sp001807485,75,2714,2070,334037,107325,7,3,VMGC,-644
565,Corynebacterium sp001807485,80,2733,2076,334037,107325,7,3,VMGC,-657
566,Corynebacterium sp001807485,85,2773,2093,334037,107325,7,3,VMGC,-680
567,Corynebacterium sp001807485,90,2896,2155,334037,107325,7,3,VMGC,-741
568,Corynebacterium sp001807485,95,3607,2501,334037,107325,7,3,VMGC,-1106
569,Corynebacterium sp001807485,99,6617,4187,334037,107325,7,3,VMGC,-2430
570,Campylobacter_B ureolyticus,75,2324,2231,386171,101917,7,9,VMGC,-93
571,Campylobacter_B ureolyticus,80,2354,2257,386171,101917,7,9,VMGC,-97
572,Campylobacter_B ureolyticus,85,2393,2303,386171,101917,7,9,VMGC,-90
573,Campylobacter_B ureolyticus,90,2481,2386,386171,101917,7,9,VMGC,-95
574,Campylobacter_B ureolyticus,95,3082,2978,386171,101917,7,9,VMGC,-104
575,Campylobacter_B ureolyticus,99,6429,6168,386171,101917,7,9,VMGC,-261
576,Anaerococcus vaginalis_B,75,2000,1901,275605,112609,7,2,VMGC,-99
577,Anaerococcus vaginalis_B,80,2010,1904,275605,112609,7,2,VMGC,-106
578,Anaerococcus vaginalis_B,85,2026,1910,275605,112609,7,2,VMGC,-116
579,Anaerococcus vaginalis_B,90,2085,1913,275605,112609,7,2,VMGC,-172
580,Anaerococcus vaginalis_B,95,2263,1917,275605,112609,7,2,VMGC,-346
581,Anaerococcus vaginalis_B,99,5255,1918,275605,112609,7,2,VMGC,-3337
582,Varibaculum cambriense_B,75,2121,2266,293577,107685,7,3,GTDB,145
583,Varibaculum cambriense_B,80,2142,2299,293577,107685,7,3,GTDB,157
584,Varibaculum cambriense_B,85,2187,2353,293577,107685,7,3,GTDB,166
585,Varibaculum cambriense_B,90,2357,2474,293577,107685,7,3,GTDB,117
586,Varibaculum cambriense_B,95,2968,2923,293577,107685,7,3,VMGC,-45
587,Varibaculum cambriense_B,99,4657,3957,293577,107685,7,3,VMGC,-700
588,Listeria monocytogenes,75,3408,7584,201088,100016,7,1785,GTDB,4176
589,Listeria monocytogenes,80,3439,7909,201088,100016,7,1785,GTDB,4470
590,Listeria monocytogenes,85,3502,8550,201088,100016,7,1785,GTDB,5048
591,Listeria monocytogenes,90,3684,10009,201088,100016,7,1785,GTDB,6325
592,Listeria monocytogenes,95,4814,14421,201088,100016,7,1785,GTDB,9607
593,Listeria monocytogenes,99,7512,40218,201088,100016,7,1785,GTDB,32706
594,Olegusella massiliensis,75,1929,1714,623619,106148,8,3,VMGC,-215
595,Olegusella massiliensis,80,1941,1719,623619,106148,8,3,VMGC,-222
596,Olegusella massiliensis,85,1949,1721,623619,106148,8,3,VMGC,-228
597,Olegusella massiliensis,90,1983,1726,623619,106148,8,3,VMGC,-257
598,Olegusella massiliensis,95,2134,1788,623619,106148,8,3,VMGC,-346
599,Olegusella massiliensis,99,4213,2394,623619,106148,8,3,VMGC,-1819
600,Staphylococcus lugdunensis,75,2635,2980,212963,100239,7,66,GTDB,345
601,Staphylococcus lugdunensis,80,2646,3020,212963,100239,7,66,GTDB,374
602,Staphylococcus lugdunensis,85,2664,3083,212963,100239,7,66,GTDB,419
603,Staphylococcus lugdunensis,90,2680,3179,212963,100239,7,66,GTDB,499
604,Staphylococcus lugdunensis,95,2707,3377,212963,100239,7,66,GTDB,670
605,Staphylococcus lugdunensis,99,3003,4370,212963,100239,7,66,GTDB,1367
606,Veillonella parvula_A,75,2374,3351,773494,100821,6,19,GTDB,977
607,Veillonella parvula_A,80,2410,3419,773494,100821,6,19,GTDB,1009
608,Veillonella parvula_A,85,2468,3585,773494,100821,6,19,GTDB,1117
609,Veillonella parvula_A,90,2660,4091,773494,100821,6,19,GTDB,1431
610,Veillonella parvula_A,95,3504,6171,773494,100821,6,19,GTDB,2667
611,Veillonella parvula_A,99,6875,15755,773494,100821,6,19,GTDB,8880
612,Prevotella denticola,75,3146,3030,900798,102759,6,7,VMGC,-116
613,Prevotella denticola,80,3212,3093,900798,102759,6,7,VMGC,-119
614,Prevotella denticola,85,3313,3225,900798,102759,6,7,VMGC,-88
615,Prevotella denticola,90,3419,3368,900798,102759,6,7,VMGC,-51
616,Prevotella denticola,95,3613,3660,900798,102759,6,7,GTDB,47
617,Prevotella denticola,99,7585,7169,900798,102759,6,7,VMGC,-416
618,Limosilactobacillus oris,75,2288,2188,677004,107445,6,3,VMGC,-100
619,Limosilactobacillus oris,80,2298,2204,677004,107445,6,3,VMGC,-94
620,Limosilactobacillus oris,85,2322,2225,677004,107445,6,3,VMGC,-97
621,Limosilactobacillus oris,90,2359,2260,677004,107445,6,3,VMGC,-99
622,Limosilactobacillus oris,95,2427,2371,677004,107445,6,3,VMGC,-56
623,Limosilactobacillus oris,99,3057,3544,677004,107445,6,3,GTDB,487
624,Citrobacter_B koseri,75,5084,9505,492904,100349,8,44,GTDB,4421
625,Citrobacter_B koseri,80,5129,9744,492904,100349,8,44,GTDB,4615
626,Citrobacter_B koseri,85,5162,10050,492904,100349,8,44,GTDB,4888
627,Citrobacter_B koseri,90,5200,10447,492904,100349,8,44,GTDB,5247
628,Citrobacter_B koseri,95,5223,11287,492904,100349,8,44,GTDB,6064
629,Citrobacter_B koseri,99,6943,23461,492904,100349,8,44,GTDB,16518
630,Corynebacterium phoceense,75,2930,3198,541464,101703,6,10,GTDB,268
631,Corynebacterium phoceense,80,2935,3218,541464,101703,6,10,GTDB,283
632,Corynebacterium phoceense,85,2942,3244,541464,101703,6,10,GTDB,302
633,Corynebacterium phoceense,90,2953,3317,541464,101703,6,10,GTDB,364
634,Corynebacterium phoceense,95,2990,3623,541464,101703,6,10,GTDB,633
635,Corynebacterium phoceense,99,3430,5499,541464,101703,6,10,GTDB,2069
636,Phocaeicola vulgatus,75,4773,20516,960341,100119,6,130,GTDB,15743
637,Phocaeicola vulgatus,80,4817,21433,960341,100119,6,130,GTDB,16616
638,Phocaeicola vulgatus,85,4861,22841,960341,100119,6,130,GTDB,17980
639,Phocaeicola vulgatus,90,4895,24854,960341,100119,6,130,GTDB,19959
640,Phocaeicola vulgatus,95,4977,28981,960341,100119,6,130,GTDB,24004
641,Phocaeicola vulgatus,99,5733,44077,960341,100119,6,130,GTDB,38344
642,Fusobacterium animalis,75,3156,4727,285819,100592,6,26,GTDB,1571
643,Fusobacterium animalis,80,3175,4798,285819,100592,6,26,GTDB,1623
644,Fusobacterium animalis,85,3224,4927,285819,100592,6,26,GTDB,1703
645,Fusobacterium animalis,90,3302,5250,285819,100592,6,26,GTDB,1948
646,Fusobacterium animalis,95,3565,6512,285819,100592,6,26,GTDB,2947
647,Fusobacterium animalis,99,5361,18308,285819,100592,6,26,GTDB,12947
648,Fusobacterium_C gonidiaformans,75,1926,2082,461153,103473,6,5,GTDB,156
649,Fusobacterium_C gonidiaformans,80,1932,2091,461153,103473,6,5,GTDB,159
650,Fusobacterium_C gonidiaformans,85,1952,2115,461153,103473,6,5,GTDB,163
651,Fusobacterium_C gonidiaformans,90,1978,2146,461153,103473,6,5,GTDB,168
652,Fusobacterium_C gonidiaformans,95,2030,2219,461153,103473,6,5,GTDB,189
653,Fusobacterium_C gonidiaformans,99,2862,3047,461153,103473,6,5,GTDB,185
654,Atopobium deltae,75,1362,1213,297173,119649,7,1,VMGC,-149
655,Atopobium deltae,80,1370,1213,297173,119649,7,1,VMGC,-157
656,Atopobium deltae,85,1376,1213,297173,119649,7,1,VMGC,-163
657,Atopobium deltae,90,1389,1213,297173,119649,7,1,VMGC,-176
658,Atopobium deltae,95,1412,1213,297173,119649,7,1,VMGC,-199
659,Atopobium deltae,99,1684,1213,297173,119649,7,1,VMGC,-471
660,Prevotella sp001552765,75,2549,2282,101661,147571,6,1,VMGC,-267
661,Prevotella sp001552765,80,2563,2291,101661,147571,6,1,VMGC,-272
662,Prevotella sp001552765,85,2571,2298,101661,147571,6,1,VMGC,-273
663,Prevotella sp001552765,90,2585,2302,101661,147571,6,1,VMGC,-283
664,Prevotella sp001552765,95,2611,2305,101661,147571,6,1,VMGC,-306
665,Prevotella sp001552765,99,3067,2307,101661,147571,6,1,VMGC,-760
666,Stomatobaculum naviforme,75,2278,2094,987302,108299,6,3,VMGC,-184
667,Stomatobaculum naviforme,80,2282,2096,987302,108299,6,3,VMGC,-186
668,Stomatobaculum naviforme,85,2286,2100,987302,108299,6,3,VMGC,-186
669,Stomatobaculum naviforme,90,2293,2105,987302,108299,6,3,VMGC,-188
670,Stomatobaculum naviforme,95,2333,2111,987302,108299,6,3,VMGC,-222
671,Stomatobaculum naviforme,99,3649,2114,987302,108299,6,3,VMGC,-1535
672,Jonquetella anthropi,75,1709,1598,462493,106751,6,3,VMGC,-111
673,Jonquetella anthropi,80,1713,1602,462493,106751,6,3,VMGC,-111
674,Jonquetella anthropi,85,1719,1610,462493,106751,6,3,VMGC,-109
675,Jonquetella anthropi,90,1726,1617,462493,106751,6,3,VMGC,-109
676,Jonquetella anthropi,95,1745,1641,462493,106751,6,3,VMGC,-104
677,Jonquetella anthropi,99,1929,1785,462493,106751,6,3,VMGC,-144
678,Corynebacterium pyruviciproducens,75,2775,2732,755152,116386,6,2,VMGC,-43
679,Corynebacterium pyruviciproducens,80,2784,2747,755152,116386,6,2,VMGC,-37
680,Corynebacterium pyruviciproducens,85,2811,2771,755152,116386,6,2,VMGC,-40
