genome,species,representative,genome_is_representative,database,genome_type,species_name,source
SAMN00072868.sbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10709004.sbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR11749275.mbin.6,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635795.mbin.7,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10898057.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG389.mbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635597.mbin.21,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635461.mbin.4,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG1253.mbin.13,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1171.mbin.12,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1154.mbin.5,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10897778.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG166.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1216.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG890.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG695.sbin.22,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748210.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1236.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1067.sbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG560.sbin.5,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG863.mbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1029.mbin.6,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR6747949.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG893.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1089.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897825.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR19237612.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13900345.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG152.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG162.sbin.18,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG573.mbin.1,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR13167559.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897640.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635718.sbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12018786.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897677.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG663.mbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00044822.sbin.18,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG284.sbin.12,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR11294790.mbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG678.mbin.4,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10898045.mbin.4,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG881.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635743.sbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12018903.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG903.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13167738.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR16470970.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1221.mbin.17,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635713.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG426.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR4421572.mbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635503.mbin.24,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00094560.sbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17284191.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1409.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG489.sbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG50.mbin.13,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR3500845.mbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR10258547.mbin.1,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17635533.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1151.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897818.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR2240727.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG526.sbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897969.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1131.mbin.15,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG596.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00083690.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG446.mbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1160.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898212.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635504.mbin.13,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR10258572.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898194.mbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG52.mbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
PV40.sbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018956.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG931.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG57.mbin.22,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1135.mbin.6,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR12830912.sbin.6,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG707.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1038.sbin.43,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR12018947.sbin.4,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10898049.sbin.7,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG851.mbin.10,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00148560.sbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1105.mbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00035683.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR1951760.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR21425797.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6747985.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1175.mbin.16,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1231.mbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897872.mbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG974.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00141718.sbin.4,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR17635752.sbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13167533.sbin.18,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898107.mbin.3,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG328.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1377.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1272.mbin.29,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898059.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SAMN00064911.sbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG565.sbin.1,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR17635712.mbin.9,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG823.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00142813.mbin.3,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG1372.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10897708.sbin.4,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG92.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018834.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1252.mbin.24,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR3500872.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13900347.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00035712.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR11749284.mbin.4,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR10258547.mbin.4,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897777.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635501.mbin.6,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR16471063.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR2244550.sbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR13694829.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR16471079.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898075.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00100041.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6747998.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR6748016.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897757.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13167693.sbin.7,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1513.mbin.2,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
SRR12018928.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748012.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG4.sbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897856.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12830928.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898180.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG191.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897609.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR2244563.sbin.8,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17284235.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG845.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898021.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1323.mbin.14,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635734.sbin.13,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG219.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR3500822.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR16470975.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16471023.sbin.7,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR17635701.mbin.9,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR12018901.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
PV34.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898238.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG734.mbin.19,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR1952554.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897680.sbin.17,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG567.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635669.mbin.8,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1326.sbin.24,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897638.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR5273908.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG436.sbin.5,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897583.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13694844.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10898049.sbin.13,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
P10709365.sbin.8,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR11749270.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898051.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1147.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
P10709972.sbin.5,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635607.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897985.sbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1222.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635609.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
P10708995.sbin.3,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10898169.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR21425790.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897911.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
P10709436.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SAMN00086150.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
P10709631.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1163.mbin.16,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709731.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR17635557.mbin.1,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
MG387.sbin.13,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG698.mbin.10,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
P10710015.sbin.9,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SRR6748211.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898281.mbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR16471072.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG221.sbin.12,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
ERR10897692.sbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG53.sbin.8,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR21425777.mbin.3,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897745.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018871.mbin.1,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635532.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17635730.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1290.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1172.sbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709399.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16916857.sbin.9,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR6748016.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG73.mbin.4,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SAMN00035741.mbin.5,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG1120.sbin.6,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG262.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1161.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR13167731.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG317.sbin.7,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG632.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018783.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898008.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1183.mbin.21,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1114.sbin.5,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
MG862.sbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018949.sbin.3,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG108.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG120.sbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR6747952.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17284241.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR16471054.sbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897777.mbin.2,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG683.mbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG256.mbin.11,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1003.mbin.6,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR16471047.mbin.4,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR13167662.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898164.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR16471081.sbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG1014.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SAMN00148052.sbin.4,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1068.sbin.16,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10898261.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1219.sbin.5,611554,GCF_000439915.2,0,VMGC,MAG,Lactobacillus gasseri,FRT
SRR10258556.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
SRR12018804.mbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR17284215.mbin.2,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
P10709465.sbin.1,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SAMN00037329.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG275.mbin.16,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR17635705.sbin.6,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897922.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG1317.sbin.24,619501,GCF_001562845.1,0,VMGC,MAG,Fannyhessea vaginae,FRT
SAMN00084371.mbin.1,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
MG1347.mbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG163.sbin.7,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
MG364.sbin.16,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897822.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR6747955.sbin.4,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG642.mbin.6,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG350.sbin.3,571325,GCF_027155795.1,0,VMGC,MAG,Lactobacillus jensenii,FRT
ERR10898210.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
SRR12018888.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
ERR10897886.mbin.3,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
SRR16470991.sbin.1,240891,SRR17284223.mbin.1,0,VMGC,MAG,Lactobacillus iners,FRT
MG934.sbin.1,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
MG1258.mbin.26,783244,ERR10897722.mbin.1,0,VMGC,MAG,Bifidobacterium vaginale,FRT
ERR10897979.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
ERR10897664.sbin.2,988598,GCF_000162255.1,0,VMGC,MAG,Lactobacillus crispatus,FRT
