Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Domain/Realm name	Domain/Realm taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
2838648	2838648	Candidatus Limosilactobacillus intestinavium	Gilroy et al. 2021	SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Candidatus Limosilactobacillus intestinavium	2838648	FALSE
2838650	2838650	Candidatus Limosilactobacillus intestinipullorum	Gilroy et al. 2021	SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Candidatus Limosilactobacillus intestinipullorum	2838650	FALSE
2838652	2838652	Candidatus Limosilactobacillus merdigallinarum	Gilroy et al. 2021	SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Candidatus Limosilactobacillus merdigallinarum	2838652	FALSE
2838653	2838653	Candidatus Limosilactobacillus merdipullorum	Gilroy et al. 2021	SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Candidatus Limosilactobacillus merdipullorum	2838653	FALSE
2840860	2840860	Candidatus Limousia pullorum	Gilroy et al. 2021	SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Oscillospiraceae	216572	Candidatus Limousia	2840639	Candidatus Limousia pullorum	2840860	FALSE
2879107	2879107	Lactobacillus sp. IBH004		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus sp. IBH004	2879107	FALSE
2885356	2885356	Hominilimicola fabiformis	Afrizal et al. 2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Oscillospiraceae	216572	Hominilimicola	3073565	Hominilimicola fabiformis	2885356	TRUE
29397	29397	Lactobacillus delbrueckii subsp. lactis	(Orla-Jensen 1919) Weiss et al. 1984	SUBSPECIES	"Thermobacterium lactis"	Orla-Jensen 1919		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus delbrueckii	1584	TRUE
2941328	2941328	Lactobacillus agrestimuris	Afrizal et al. 2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus agrestimuris	2941328	TRUE
2941331	2941331	Limosilactobacillus agrestimuris	Afrizal et al. 2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus agrestimuris	2941331	TRUE
2941332	2941332	Limosilactobacillus caecicola	Afrizal et al. 2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus caecicola	2941332	TRUE
2944216	2944216	Lentihominibacter sp.		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Peptostreptococcales	3082720	Anaerovoracaceae	543314	Lentihominibacter	2944200	Lentihominibacter sp.	2944216	FALSE
29523	29523	Bacteroides sp.		SPECIES				no	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Bacteroidia	200643	Bacteroidales	171549	Bacteroidaceae	815	Bacteroides	816	Bacteroides sp.	29523	FALSE
2953880	2953880	Levilactobacillus yiduensis	Dong et al.2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Levilactobacillus	2767886	Levilactobacillus yiduensis	2953880	TRUE
2981669	2981669	Suilimivivens sp.		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Suilimivivens	2981640	Suilimivivens sp.	2981669	FALSE
2981728	2981728	Huintestinicola butyrica	Hitch et al. 2022	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Oscillospiraceae	216572	Huintestinicola	2981636	Huintestinicola butyrica	2981728	TRUE
2982695	2982695	Limosilactobacillus kribbianus	Bai et al. 2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus kribbianus	2982695	TRUE
2991831	2991831	Limosilactobacillus avium	Rios-Galicia et al. 2024	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus avium	2991831	TRUE
2991833	2991833	Limosilactobacillus pulli	Rios-Galicia et al. 2024	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus pulli	2991833	TRUE
2991834	2991834	Limosilactobacillus galli	Rios-Galicia et al. 2024	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus galli	2991834	TRUE
2993450	2993450	Limosilactobacillus viscerum	Rios-Galicia et al. 2024	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus viscerum	2993450	TRUE
2993455	2993455	Lactobacillus isalae	Eilers et al. 2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus isalae	2993455	TRUE
2995136	2995136	Dellaglioa carnosa	Werum and Ehrmann 2023	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Dellaglioa	2767880	Dellaglioa carnosa	2995136	TRUE
3030912	3030912	Anaerovoracaceae bacterium		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Peptostreptococcales	3082720	Anaerovoracaceae	543314			Anaerovoracaceae bacterium	3030912	FALSE
303541	303541	Lactobacillus apis	Killer et al. 2014	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus apis	303541	TRUE
3048875	3048875	Candidatus Ornithomonoglobus sp.		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801					Candidatus Ornithomonoglobus	2840566	Candidatus Ornithomonoglobus sp.	3048875	FALSE
305793	305793	Companilactobacillus nantensis	(Valcheva et al. 2006) Zheng et al. 2020	SPECIES	Lactobacillus nantensis	Valcheva et al. 2006		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus nantensis	305793	TRUE
307126	307126	Ligilactobacillus apodemi	(Osawa et al. 2006) Zheng et al. 2020	SPECIES	Lactobacillus apodemi	Osawa et al. 2006		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Ligilactobacillus	2767887	Ligilactobacillus apodemi	307126	TRUE
3073565	3073565	Hominilimicola	Afrizal et al. 2023	GENUS				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Oscillospiraceae	216572	Hominilimicola	3073565			TRUE
3076484	3076484	Candidatus Fimadaptatus sp.		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802			Candidatus Fimadaptatus	2840589	Candidatus Fimadaptatus sp.	3076484	FALSE
3077420	3077420	Acutalibacteraceae bacterium		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Acutalibacteraceae	3082771			Acutalibacteraceae bacterium	3077420	FALSE
3081444	3081444	Companilactobacillus muriivasis	Zhang et al. 2024	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus muriivasis	3081444	TRUE
3082862	3082862	Lactobacillus juensis	Jiang and Gu 2024	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus juensis	3082862	TRUE
3083110	3083110	Candidatus Limimonas egerieequi	Gilroy et al. 2022	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Acutalibacteraceae	3082771	Candidatus Limimonas	3082799	Candidatus Limimonas egerieequi	3083110	FALSE
3083246	3083246	Christensenellales bacterium		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Christensenellales	3082768					Christensenellales bacterium	3083246	FALSE
3109358	3109358	Companilactobacillus sp. HBUAS59699		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus sp. HBUAS59699	3109358	FALSE
3109360	3109360	Companilactobacillus sp. HBUAS56257		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus sp. HBUAS56257	3109360	FALSE
3109363	3109363	Companilactobacillus sp. HBUAS59544		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus sp. HBUAS59544	3109363	FALSE
3109364	3109364	Companilactobacillus sp. HBUAS56275		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus sp. HBUAS56275	3109364	FALSE
3138072	3138072	Desulfitobacterium sp. THU1		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Desulfitobacteriaceae	2937909	Desulfitobacterium	36853	Desulfitobacterium sp. THU1	3138072	FALSE
3142768	3142768	Lactobacillaceae bacterium 24-114		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958			Lactobacillaceae bacterium 24-114	3142768	FALSE
3142938	3142938	Limosilactobacillus allomucosae	Chen et al. 2025	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus allomucosae	3142938	TRUE
319652	319652	Pediococcus cellicola	Zhang et al. 2005	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Pediococcus	1253	Pediococcus cellicola	319652	TRUE
319653	319653	Pediococcus ethanolidurans	Liu et al. 2006	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Pediococcus	1253	Pediococcus ethanolidurans	319653	TRUE
3344667	3344667	Dellaglioa kimchii	Ko et al. 2025	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Dellaglioa	2767880	Dellaglioa kimchii	3344667	TRUE
3373892	3373892	Companilactobacillus sp. FL22-1		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus sp. FL22-1	3373892	FALSE
33958	33958	Lactobacillaceae	Winslow et al. 1917 (Approved Lists 1980)	FAMILY				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958					TRUE
33959	33959	Lactobacillus johnsonii	Fujisawa et al. 1992	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus johnsonii	33959	TRUE
3455454	3455454	Lactobacillus sp. PSON		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus sp. PSON	3455454	FALSE
35787	35787	Limosilactobacillus pontis	(Vogel et al. 1994) Zheng et al. 2020	SPECIES	Lactobacillus pontis	Vogel et al. 1994		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus pontis	35787	TRUE
38018	38018	Bacteriophage sp.		SPECIES				no	viruses															Bacteriophage sp.	38018	FALSE
380393	380393	Levilactobacillus namurensis	(Scheirlinck et al. 2007) Zheng et al. 2020	SPECIES	Lactobacillus namurensis	Scheirlinck et al. 2007		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Levilactobacillus	2767886	Levilactobacillus namurensis	380393	TRUE
381829	381829	Pediococcus siamensis	Tanasupawat et al. 2007	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Pediococcus	1253	Pediococcus siamensis	381829	TRUE
392416	392416	Companilactobacillus crustorum	(Scheirlinck et al. 2007) Zheng et al. 2020	SPECIES	Lactobacillus crustorum	Scheirlinck et al. 2007		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus crustorum	392416	TRUE
39482	39482	Faecalicatena contorta	(Prévot 1947) Sakamoto et al. 2017	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Faecalicatena	2005359	Faecalicatena contorta	39482	TRUE
39488	39488	Anaerobutyricum hallii	(Holdeman and Moore 1974) Shetty et al. 2018	SPECIES	Eubacterium hallii	Holdeman and Moore 1974 (Approved Lists 1980)		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Anaerobutyricum	2569097	Anaerobutyricum hallii	39488	TRUE
396716	396716	Ligilactobacillus hayakitensis	(Morita et al. 2007) Zheng et al. 2020	SPECIES	Lactobacillus hayakitensis	Morita et al. 2007		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Ligilactobacillus	2767887	Ligilactobacillus hayakitensis	396716	TRUE
396812	396812	Fulvivirga kasyanovii	Nedashkovskaya et al. 2007	SPECIES				yes	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Cytophagia	768503	Cytophagales	768507	Fulvivirgaceae	2762286	Fulvivirga	396811	Fulvivirga kasyanovii	396812	TRUE
41978	41978	Ruminococcus sp.		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Oscillospiraceae	216572	Ruminococcus	1263	Ruminococcus sp.	41978	FALSE
420645	420645	Lactobacillus equicursoris	Morita et al. 2010	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus equicursoris	420645	TRUE
440496	440496	Lactobacillus crispatus CTV-05		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus crispatus	47770	FALSE
460870	460870	Companilactobacillus nodensis	(Kashiwagi et al. 2009) Zheng et al. 2020	SPECIES	Lactobacillus nodensis	Kashiwagi et al. 2009		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus nodensis	460870	TRUE
46206	46206	Pseudobutyrivibrio ruminis	van Gylswyk et al. 1996	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Pseudobutyrivibrio	46205	Pseudobutyrivibrio ruminis	46206	TRUE
472113	472113	Geofilum rubicundum	Miyazaki et al. 2012	SPECIES				yes	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Bacteroidia	200643	Marinilabiliales	1970189	Marinilabiliaceae	558415	Geofilum	1236988	Geofilum rubicundum	472113	TRUE
47493	47493	Limosilactobacillus panis	(Wiese et al. 1996) Zheng et al. 2020	SPECIES	Lactobacillus panis	Wiese et al. 1996		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus panis	47493	TRUE
47770	47770	Lactobacillus crispatus		SPECIES	"Eubacterium crispatum"	Brygoo and Aladame 1953		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus crispatus	47770	TRUE
508451	508451	Lactobacillus taiwanensis	Wang et al. 2009	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus taiwanensis	508451	TRUE
512296	512296	uncultured Phascolarctobacterium sp.		SPECIES				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Negativicutes	909932	Acidaminococcales	1843488	Acidaminococcaceae	909930	Phascolarctobacterium	33024	uncultured Phascolarctobacterium sp.	512296	FALSE
52242	52242	Lactobacillus gallinarum	Fujisawa et al. 1992	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus gallinarum	52242	TRUE
525309	525309	Limosilactobacillus antri DSM 16041		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus antri	227943	FALSE
525328	525328	Lactobacillus iners DSM 13335		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus iners	147802	FALSE
525365	525365	Lactobacillus ultunensis DSM 16047		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus ultunensis	227945	FALSE
528209	528209	Secundilactobacillus kimchicus	(Liang et al. 2011) Zheng et al. 2020	SPECIES	Lactobacillus kimchicus	Liang et al. 2011		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Secundilactobacillus	2767892	Secundilactobacillus kimchicus	528209	TRUE
54062	54062	Pediococcus parvulus	Gunther and White 1961	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Pediococcus	1253	Pediococcus parvulus	54062	TRUE
575595	575595	Lactobacillus crispatus 125-2-CHN		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus crispatus	47770	FALSE
575596	575596	Lactobacillus crispatus MV-1A-US		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus crispatus	47770	FALSE
626940	626940	Phascolarctobacterium succinatutens	Watanabe et al. 2012	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Negativicutes	909932	Acidaminococcales	1843488	Acidaminococcaceae	909930	Phascolarctobacterium	33024	Phascolarctobacterium succinatutens	626940	TRUE
748671	748671	Lactobacillus crispatus ST1		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus crispatus	47770	FALSE
762833	762833	Ligilactobacillus faecis	(Endo et al. 2013) Zheng et al. 2020	SPECIES	Lactobacillus faecis	Endo et al. 2013		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Ligilactobacillus	2767887	Ligilactobacillus faecis	762833	TRUE
813	813	Chlamydia trachomatis	(Busacca 1935) Rake 1957 (Approved Lists 1980) emend. Everett et al. 1999	SPECIES				yes	chlamydias	Bacteria	2	Pseudomonadati	3379134	Chlamydiota	204428	Chlamydiia	204429	Chlamydiales	51291	Chlamydiaceae	809	Chlamydia	810	Chlamydia trachomatis	813	TRUE
83526	83526	Companilactobacillus paralimentarius	(Cai et al. 1999) Zheng et al. 2020	SPECIES	Lactobacillus paralimentarius	Cai et al. 1999		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus paralimentarius	83526	TRUE
83683	83683	Lactobacillus amylolyticus	Bohak et al. 1999	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus amylolyticus	83683	TRUE
841	841	Roseburia	Stanton and Savage 1983	GENUS				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Roseburia	841			TRUE
857143	857143	Streptococcus mutans 11VS1		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus mutans	1309	FALSE
872327	872327	Lactobacillus pasteurii	Cousin et al. 2013	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus pasteurii	872327	TRUE
87541	87541	Aerococcus christensenii	Collins et al. 1999 emend. Tohno et al. 2014	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Aerococcaceae	186827	Aerococcus	1375	Aerococcus christensenii	87541	TRUE
879299	879299	Lactobacillus iners LactinV 09V1-c		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus iners	147802	FALSE
879566	879566	Acetatifactor muris	Pfeiffer et al. 2013	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Lachnospirales	3085636	Lachnospiraceae	186803	Acetatifactor	1427378	Acetatifactor muris	879566	TRUE
887896	887896	Limosilactobacillus coleohominis DSM 14060		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus coleohominis	181675	FALSE
889453	889453	Alkalitalea saponilacus	Zhao and Chen 2012	SPECIES				yes	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Bacteroidia	200643	Marinilabiliales	1970189	Marinilabiliaceae	558415	Alkalitalea	1193324	Alkalitalea saponilacus	889453	TRUE
938155	938155	Companilactobacillus futsaii	(Chao et al. 2012) Zheng et al. 2020	SPECIES	Lactobacillus futsaii	Chao et al. 2012		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Companilactobacillus	2767879	Companilactobacillus futsaii	938155	TRUE
947835	947835	Lactobacillus rodentium	Killer et al. 2014	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus rodentium	947835	TRUE
96565	96565	Lactobacillus hamsteri	Mitsuoka and Fujisawa 1988	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Lactobacillus	1578	Lactobacillus hamsteri	96565	TRUE
971	971	Selenomonas ruminantium	(Certes 1889) Wenyon 1926	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Negativicutes	909932	Selenomonadales	909929	Selenomonadaceae	1843491	Selenomonas	970	Selenomonas ruminantium	971	TRUE
97478	97478	Limosilactobacillus mucosae	(Roos et al. 2000) Zheng et al. 2020	SPECIES	Lactobacillus mucosae	Roos et al. 2000		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus mucosae	97478	TRUE
990412	990412	Limosilactobacillus alvi	Zheng et al. 2020	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Lactobacillaceae	33958	Limosilactobacillus	2742598	Limosilactobacillus alvi	990412	TRUE
